Sex,XYZ,Img_Path,Model,Img_Prediction,Age,Blur,Emotion,Device_Timestamp,Colours,Objects,Text,Time,Face_Recog,Date,Device_Make,Num_Faces,GPS
,"[9.180115, 0.89894295, -3.2416427]",../p02_2013-12-03/2013-12-03_10.06.29.jpg,ZTE-BLADE,[],,6.471118689,,2002:12:08 12:00:00,"['#ccc4c7', '#786e6e', '#233b62', '#40352f', '#0e0d10']",[],,10:06:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.00305, -6.115536, -4.862464]",../p02_2013-12-03/2013-12-03_11.55.02.jpg,ZTE-BLADE,[],,6.001181703,,2002:12:08 12:00:00,"['#f7fafb', '#313336', '#b5aaab', '#474549', '#6b6467']",[],,11:55:02,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 0.35412905, -2.8738933]",../p02_2013-12-03/2013-12-03_10.39.30.jpg,ZTE-BLADE,[],,81.59098049,,2002:12:08 12:00:00,"['#54494e', '#b9b4be', '#fcf5ef', '#161416', '#7782a1']",['tv'],"poate erate) vy ae © treet ine men eecne, Ge mae eien von Sv eta owe. rt OFS 1 tatane N meters $014 bo = 19H) * tbat ohonrT meta.» AM CRT Mets ay 5 Matsa Pn gn tae: nn SemeChanne lima! he AhKeel date artay List One IDALAS temetinn oma (yy ‘rHChanne manteslt) ) \ fhtm tha cheone | 1s getChanine LDecadrray t) 4 thisaah ¥ 44° 108 wo iad SO Asaawwaenteuewessen Si ewes Sispaees <vsmateusrygrae torres eee tenant wis 148 9i6p Leuavay out client Wie even eees tre Sens encwnmarche Ry So Masmmamevenasy HOjesmerntauseayiae onset ss sion) F420 ele sat ESSN) A enti tate aesere} i0d YK owmtare",10:39:30,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 0.53119355, -2.5197644]",../p02_2013-12-03/2013-12-03_10.30.00.jpg,ZTE-BLADE,[],,59.72055483,,2002:12:08 12:00:00,"['#bea99f', '#f7eeec', '#5a483e', '#70778f', '#151112']",['tv'],,10:30:00,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.00305, 1.253072, -2.5197644]",../p02_2013-12-03/2013-12-03_10.02.59.jpg,ZTE-BLADE,[],,5.791354035,,2002:12:08 12:00:00,"['#7a726f', '#25334b', '#9e9d9a', '#bcc0c7', '#605956']",[],,10:02:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.458236, 0.7082581, -4.4947147]",../p02_2013-12-03/2013-12-03_10.44.30.jpg,ZTE-BLADE,[],,15.0338126,,2002:12:08 12:00:00,"['#433837', '#0d1128', '#c9c2c2', '#766d6f', '#2d517d']",['tv'],,10:44:30,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.281172, 0.89894295, -3.7728362]",../p02_2013-12-03/2013-12-03_11.33.32.jpg,ZTE-BLADE,[],,40.75528971,,2002:12:08 12:00:00,"['#5f5856', '#2d1c19', '#fdfcf9', '#ad9992', '#797273']",[],,11:33:32,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.534244, -0.35412905, -1.7978859]",../p02_2013-12-03/2013-12-03_11.50.32.jpg,ZTE-BLADE,[],,34.59613747,,2002:12:08 12:00:00,"['#6399ab', '#262024', '#624d4e', '#806f6f', '#dadbed']",['person'],,11:50:32,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 0.35412905, -2.5197644]",../p02_2013-12-03/2013-12-03_10.10.59.jpg,ZTE-BLADE,[],,56.65578883,,2002:12:08 12:00:00,"['#594a48', '#c0b0a8', '#faf4f1', '#747e9b', '#181519']",['tv'],,10:10:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, -0.35412905, -2.6968288]",../p02_2013-12-03/2013-12-03_10.13.30.jpg,ZTE-BLADE,[],,32.19200982,,2002:12:08 12:00:00,"['#6f5845', '#e7d6cf', '#191515', '#415678', '#9c897e']",['tv'],mits ane 3 qe ees E55 aeeeFs i Bs,10:13:30,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.104107, 1.6208214, -5.3936577]",../p02_2013-12-03/2013-12-03_10.55.59.jpg,ZTE-BLADE,[],,9.382266043,,2002:12:08 12:00:00,"['#605553', '#8f878c', '#797272', '#e3d7d9', '#2c2628']",[],,10:55:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[7.559293, 0.53119355, -6.115536]",../p02_2013-12-03/2013-12-03_11.15.32.jpg,ZTE-BLADE,['planetarium'],,28.45090613,,2002:12:08 12:00:00,"['#dedbee', '#9a8f9c', '#7c7276', '#655f63', '#413e3c']",[],,11:15:32,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 0.35412905, -2.8738933]",../p02_2013-12-03/2013-12-03_10.32.29.jpg,ZTE-BLADE,[],,24.20016656,,2002:12:08 12:00:00,"['#ebdfda', '#4d6386', '#1d1818', '#a18c83', '#6d5746']",['tv'],Sent nal,10:32:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.901993, 0.53119355, -2.5197644]",../p02_2013-12-03/2013-12-03_10.59.59.jpg,ZTE-BLADE,[],,13.51571792,,2002:12:08 12:00:00,"['#81797c', '#a299a1', '#f5f3f7', '#2f2a2b', '#5a5152']","['person', 'cell phone']",wePg,10:59:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.635301, 0.89894295, -3.5957718]",../p02_2013-12-03/2013-12-03_10.24.59.jpg,ZTE-BLADE,[],,13.25430668,,2002:12:08 12:00:00,"['#4c3d3f', '#b2abae', '#637099', '#83746b', '#131013']",['tv'],,10:24:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[7.3822284, 0.7082581, -5.3936577]",../p02_2013-12-03/2013-12-03_10.47.59.jpg,ZTE-BLADE,[],,8.56073602,,2002:12:08 12:00:00,"['#6b6a6b', '#8e8b99', '#f6f9fe', '#aaaec7', '#7c7881']",[],,10:47:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 0.53119355, -2.3290794]",../p02_2013-12-03/2013-12-03_10.29.30.jpg,ZTE-BLADE,[],,36.05806361,,2002:12:08 12:00:00,"['#eedfda', '#110e11', '#51423a', '#5c6883', '#a9978f']","['tv', 'tv']",,10:29:30,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.825985, 0.53119355, -3.9499009]",../p02_2013-12-03/2013-12-03_11.31.32.jpg,ZTE-BLADE,[],,12.53100935,,2002:12:08 12:00:00,"['#c6d7e6', '#2a1a18', '#827b7a', '#472f2c', '#140e0e']",[],,11:31:32,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.825985, 1.0760075, -1.6208214]",../p02_2013-12-03/2013-12-03_11.45.02.jpg,ZTE-BLADE,[],,29.82648817,,2002:12:08 12:00:00,"['#73acc7', '#755c5f', '#f1f1f8', '#332329', '#8b797d']",['person'],,11:45:02,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.534244, 0.7082581, -2.5197644]",../p02_2013-12-03/2013-12-03_10.32.00.jpg,ZTE-BLADE,[],,46.29575125,,2002:12:08 12:00:00,"['#727c94', '#ccb4a8', '#5e4d42', '#fbf5f2', '#171416']",['tv'],,10:32:00,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[7.913422, -1.0760075, -5.2165933]",../p02_2013-12-03/2013-12-03_11.57.02.jpg,ZTE-BLADE,[],,6.306506415,,2002:12:08 12:00:00,"['#8d878e', '#e3ebf2', '#1e1918', '#514d4c', '#6c6665']",['person'],,11:57:02,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 0.53119355, -2.5197644]",../p02_2013-12-03/2013-12-03_10.58.30.jpg,ZTE-BLADE,[],,14.26156838,,2002:12:08 12:00:00,"['#51484a', '#a499a1', '#1e1b1e', '#e8dfe8', '#81787d']",[],,10:58:30,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.00305, -2.6968288, -5.570722]",../p02_2013-12-03/2013-12-03_10.04.29.jpg,ZTE-BLADE,[],,4.477800155,,2002:12:08 12:00:00,"['#564b40', '#8e887b', '#455978', '#3a312e', '#706960']",[],,10:04:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[6.4832854, 0.35412905, -4.140586]",../p02_2013-12-03/2013-12-03_10.51.02.jpg,ZTE-BLADE,[],,24.95970217,,2002:12:08 12:00:00,"['#2a2b29', '#494647', '#716f77', '#020101', '#f6f6f5']",[],,10:51:02,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.458236, 1.0760075, -4.140586]",../p02_2013-12-03/2013-12-03_11.02.29.jpg,ZTE-BLADE,[],,16.25929906,,2002:12:08 12:00:00,"['#ebe2e6', '#191618', '#9b939b', '#797074', '#433939']",[],,11:02:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 0.89894295, -3.4187074]",../p02_2013-12-03/2013-12-03_10.25.32.jpg,ZTE-BLADE,[],,12.26341048,,2002:12:08 12:00:00,"['#342929', '#7483aa', '#83736b', '#f1e4e9', '#bdaba6']",[],,10:25:32,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 1.4301366, -2.6968288]",../p02_2013-12-03/2013-12-03_11.49.00.jpg,ZTE-BLADE,[],,63.25013526,,2002:12:08 12:00:00,"['#84a2bc', '#665458', '#7e7171', '#2b1e26', '#f4f5fa']",['person'],,11:49:00,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.357179, 0.7082581, -2.3290794]",../p02_2013-12-03/2013-12-03_11.06.59.jpg,ZTE-BLADE,[],,9.692589592,,2002:12:08 12:00:00,"['#a89ca3', '#efecf4', '#685a5a', '#7c7981', '#242225']",['person'],,11:06:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.00305, 1.7978859, -2.8738933]",../p02_2013-12-03/2013-12-03_11.34.00.jpg,ZTE-BLADE,[],,58.96067324,,2002:12:08 12:00:00,"['#241715', '#dcedf6', '#a69e9c', '#756c6c', '#5d5049']",['cup'],,11:34:00,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
['Female'],"[9.357179, 0.17706452, -2.8738933]",../p02_2013-12-03/2013-12-03_11.10.29.jpg,ZTE-BLADE,[],['25-32'],19.95764095,['Surprise'],2002:12:08 12:00:00,"['#393235', '#908b93', '#100f13', '#faf8f5', '#747175']","['person', 'person', 'person']",,11:10:29,"[array([-0.21040407,  0.11504531,  0.03451068, -0.11855891, -0.12841865,
       -0.04137098, -0.00198303, -0.13945255,  0.18170229, -0.10742769,
        0.19651076, -0.09577602, -0.26436517,  0.06683743, -0.12570055,
        0.20837012, -0.19790527, -0.15175515, -0.17933629, -0.14058639,
       -0.00189078,  0.06553069, -0.01360107,  0.10192123, -0.09395909,
       -0.28984252,  0.00179872, -0.05064793, -0.01343898, -0.0775704 ,
        0.09383746,  0.1260573 , -0.16650811,  0.03676879, -0.00830106,
        0.03085525, -0.05176804, -0.1215796 ,  0.19290988, -0.00806024,
       -0.18918359, -0.04369063,  0.10158272,  0.32140502,  0.18118854,
       -0.0150859 , -0.02058488, -0.09271605,  0.08277896, -0.3269245 ,
       -0.01999399,  0.18993761,  0.00931965,  0.02588886,  0.1006515 ,
       -0.15287286,  0.037827  ,  0.08146078, -0.16005534,  0.00366594,
        0.08216472, -0.0384952 , -0.08841467, -0.15955253,  0.19385143,
        0.1283578 , -0.12487262, -0.10543878,  0.17479835, -0.13736837,
       -0.07717315,  0.03349277, -0.11201818, -0.21087167, -0.23840903,
       -0.00318721,  0.34971446,  0.16089724, -0.14071666,  0.04331962,
       -0.05609612, -0.01613032,  0.02481939,  0.03364514, -0.10941908,
       -0.09068932, -0.09489806,  0.03791182,  0.19237308, -0.01845949,
       -0.02928248,  0.25348678,  0.03718894, -0.19762029, -0.02276907,
        0.06676218, -0.15022655,  0.01065613, -0.15085398, -0.03974219,
        0.10328201, -0.03871634, -0.02439271,  0.10414074, -0.21633604,
        0.17178982, -0.01504366, -0.03322294,  0.00358517, -0.01290589,
       -0.10411409, -0.01713875,  0.16867077, -0.16516975,  0.14716242,
        0.16628969,  0.05909182,  0.15111449,  0.06819174,  0.06250673,
       -0.00245408,  0.03527852, -0.12185669, -0.13687737,  0.07662655,
       -0.02156249, -0.0105546 ,  0.06050907])]",03/12/2013,ZTE,1,"[0.0, 0.0]"
,"[9.00305, 5.761407, -2.8738933]",../p02_2013-12-03/2013-12-03_10.54.32.jpg,ZTE-BLADE,[],,4.486706827,,2002:12:08 12:00:00,"['#ecebea', '#4b4548', '#6d6c74', '#292126', '#7f7c87']",[],,10:54:32,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[7.7363577, 0.53119355, -5.761407]",../p02_2013-12-03/2013-12-03_11.14.59.jpg,ZTE-BLADE,['planetarium'],,13.31477673,,2002:12:08 12:00:00,"['#4c4847', '#80767a', '#6c666b', '#fbfaf9', '#a096a5']",[],,11:14:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.825985, -0.53119355, -3.9499009]",../p02_2013-12-03/2013-12-03_11.26.29.jpg,ZTE-BLADE,[],,73.28160392,,2002:12:08 12:00:00,"['#726665', '#1f1413', '#887e7f', '#dae1ed', '#5a4f49']",['bottle'],,11:26:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
['Female'],"[9.00305, 2.152015, -2.6968288]",../p02_2013-12-03/2013-12-03_11.22.59.jpg,ZTE-BLADE,[],['4-6'],97.82797346,['Surprise'],2002:12:08 12:00:00,"['#2a1d1f', '#ece9ed', '#655d5c', '#a59a9b', '#81797d']",['person'],,11:22:59,"[array([-0.05075739,  0.04762338,  0.14293332, -0.12237617, -0.1420128 ,
        0.04458729, -0.05155792, -0.03720912,  0.12597838, -0.16096078,
        0.20307967, -0.02530341, -0.23076402, -0.00297501, -0.01160265,
        0.17379597, -0.12276769, -0.1373823 , -0.11014915, -0.05765715,
       -0.03200478,  0.12107933, -0.01115266,  0.03763436, -0.09573339,
       -0.40383437, -0.07323218, -0.00637519,  0.11569639, -0.00219621,
       -0.0696784 ,  0.06551916, -0.16881302, -0.03606029,  0.10057954,
        0.10936474, -0.06938972, -0.11487799,  0.16797617,  0.03248422,
       -0.24500431,  0.03072137,  0.07264271,  0.22479932,  0.15567918,
        0.02453576,  0.04805551, -0.07812925,  0.15162304, -0.27298376,
        0.07139297,  0.10671096,  0.11575313,  0.0332993 ,  0.11187223,
       -0.15179339, -0.02489974,  0.21272454, -0.21932141,  0.03690862,
       -0.02007967, -0.07582564, -0.00726434, -0.12081789,  0.17860177,
        0.1165619 , -0.10447431, -0.18695797,  0.24709819, -0.13776061,
       -0.00733325,  0.127608  , -0.09633966, -0.09837751, -0.25268874,
        0.02712967,  0.43480897,  0.16254032, -0.12949778,  0.00051792,
       -0.02510726, -0.02888452,  0.01919041,  0.0801181 , -0.09334154,
       -0.01914082, -0.02488002,  0.03656069,  0.21184176,  0.01139811,
       -0.0335926 ,  0.20492855,  0.03703941,  0.05330129,  0.04256666,
        0.03304321, -0.14494446, -0.07355751, -0.17581216, -0.06754693,
       -0.01314618, -0.03498486,  0.03357135,  0.17423016, -0.17943138,
        0.17408851, -0.05440608, -0.05733486,  0.04498804,  0.06395875,
       -0.03506556, -0.05922846,  0.12924755, -0.24967077,  0.10319599,
        0.15838107,  0.04998063,  0.1304522 ,  0.06924418,  0.01093238,
        0.01201009, -0.08013614, -0.17268929, -0.11698881,  0.08831035,
       -0.08674787,  0.07036912,  0.0128437 ])]",03/12/2013,ZTE,1,"[0.0, 0.0]"
,"[9.180115, 1.0760075, -1.9749504]",../p02_2013-12-03/2013-12-03_11.38.01.jpg,ZTE-BLADE,[],,94.98585356,,2002:12:08 12:00:00,"['#663636', '#ece8ee', '#7f645c', '#1f161b', '#819aa4']","['person', 'person']",i ill,11:38:01,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.00305, 2.3290794, -2.3290794]",../p02_2013-12-03/2013-12-03_11.38.29.jpg,ZTE-BLADE,[],,69.65759035,,2002:12:08 12:00:00,"['#84726e', '#312224', '#759db3', '#ececf6', '#6e5753']",['person'],,11:38:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.180115, 1.0760075, -2.3290794]",../p02_2013-12-03/2013-12-03_11.45.29.jpg,ZTE-BLADE,[],,93.47536733,,2002:12:08 12:00:00,"['#6ca6b6', '#2f1f24', '#715c59', '#907a7a', '#ebecf2']",['person'],,11:45:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.00305, -1.253072, -3.050958]",../p02_2013-12-03/2013-12-03_11.34.29.jpg,ZTE-BLADE,[],,13.39419417,,2002:12:08 12:00:00,"['#584846', '#756d6d', '#9f9ea1', '#e7f3f9', '#240e11']",[],,11:34:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.635301, -1.253072, -4.3176503]",../p02_2013-12-03/2013-12-03_11.53.59.jpg,ZTE-BLADE,[],,16.0330144,,2002:12:08 12:00:00,"['#5d5c62', '#9cb0de', '#f6fbfd', '#747176', '#21171f']",[],,11:53:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.357179, 0.17706452, -2.3290794]",../p02_2013-12-03/2013-12-03_12.05.29.jpg,ZTE-BLADE,[],,30.0489818,,2002:12:08 12:00:00,"['#72778c', '#faf2ef', '#191618', '#574645', '#beaca5']","['sports ball', 'tv']",,12:05:29,[],03/12/2013,ZTE,0,"[54.68843733333333, -5.8810093]"
,"[7.7363577, -1.6208214, -5.3936577]",../p02_2013-12-03/2013-12-03_11.30.59.jpg,ZTE-BLADE,[],,16.61713419,,2002:12:08 12:00:00,"['#92837c', '#6a5a4c', '#4e453a', '#716762', '#faf8f1']",[],,11:30:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
['Male'],"[7.7363577, -1.6208214, -5.2165933]",../p02_2013-12-03/2013-12-03_11.57.29.jpg,ZTE-BLADE,[],['48-53'],4.898668156,['Surprise'],2002:12:08 12:00:00,"['#bc9b8e', '#8593ae', '#565352', '#7a7474', '#f5f2f4']","['person', 'person']",,11:57:29,"[array([-0.11388047,  0.0661196 ,  0.00954112, -0.09123995, -0.10480062,
        0.02365333, -0.04855607, -0.06517639,  0.07130003, -0.08949144,
        0.12537897, -0.04064805, -0.25314546, -0.00373473, -0.03013186,
        0.14628527, -0.12926309, -0.07074983, -0.14302264, -0.12934875,
       -0.01656372,  0.04606899, -0.01258761,  0.02151357, -0.06197251,
       -0.32358876, -0.07958461, -0.0609339 , -0.0103674 , -0.04047499,
       -0.01563076,  0.02092416, -0.20411128, -0.0617835 ,  0.03441698,
        0.05180466, -0.11759263, -0.06855448,  0.15975635,  0.05679349,
       -0.11755003,  0.02192085,  0.09976879,  0.30177778,  0.15279883,
        0.07158856,  0.04377777, -0.04056683,  0.1358549 , -0.27960694,
        0.13343833,  0.12155926,  0.1124241 ,  0.08359418,  0.12858197,
       -0.15305111,  0.01151882,  0.09925341, -0.12414151,  0.02456471,
        0.07496777,  0.0516429 , -0.08243608, -0.12792815,  0.2054325 ,
        0.16158295, -0.11921623, -0.11495252,  0.11272492, -0.13874529,
       -0.00585968,  0.01882689, -0.10765401, -0.15765527, -0.25253606,
        0.10123505,  0.2618517 ,  0.16249208, -0.11498548, -0.05508163,
       -0.01114061,  0.0021217 ,  0.08516705,  0.03558151, -0.11060672,
        0.0305053 ,  0.02512645,  0.07140096,  0.16361156, -0.0483587 ,
       -0.03831721,  0.21325573,  0.03339625, -0.07793181,  0.01934616,
        0.05229877, -0.10137716, -0.04607045, -0.1544745 ,  0.03238681,
        0.09357848, -0.09053303,  0.00149198,  0.08673023, -0.1953273 ,
        0.1332909 , -0.0529695 , -0.03837571, -0.03891394, -0.04666139,
       -0.16044563, -0.01158663,  0.1344721 , -0.20658424,  0.14846283,
        0.1752025 , -0.03649394,  0.10336371,  0.08462752,  0.02938365,
        0.00519597, -0.01246687, -0.14243232, -0.11831909,  0.11070244,
        0.03197154, -0.01853012,  0.00195275])]",03/12/2013,ZTE,1,"[0.0, 0.0]"
,"[8.825985, -0.35412905, -4.4947147]",../p02_2013-12-03/2013-12-03_12.01.59.jpg,ZTE-BLADE,[],,21.83625649,,2002:12:08 12:00:00,"['#71797e', '#46413e', '#311e12', '#cac6c8', '#98999e']",['person'],,12:01:59,[],03/12/2013,ZTE,0,"[54.68843733333333, -5.8810093]"
,"[9.357179, -0.17706452, -1.7978859]",../p02_2013-12-03/2013-12-03_11.02.00.jpg,ZTE-BLADE,[],,17.35276198,,2002:12:08 12:00:00,"['#decfd0', '#0f0d10', '#3e3638', '#8f868e', '#71666c']",['person'],,11:02:00,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.635301, -0.53119355, -4.140586]",../p02_2013-12-03/2013-12-03_11.11.59.jpg,ZTE-BLADE,[],,17.82904192,,2002:12:08 12:00:00,"['#f5f7f6', '#252024', '#73747d', '#5a5d65', '#818394']",['person'],,11:11:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.357179, 0.35412905, -2.5197644]",../p02_2013-12-03/2013-12-03_11.49.30.jpg,ZTE-BLADE,[],,67.8638395,,2002:12:08 12:00:00,"['#261c21', '#769cbb', '#594a50', '#756d6d', '#f2f4fb']",['person'],,11:49:30,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.104107, 0.7082581, -5.3936577]",../p02_2013-12-03/2013-12-03_11.19.29.jpg,ZTE-BLADE,['planetarium'],,29.8124781,,2002:12:08 12:00:00,"['#544d4c', '#19151d', '#f4eeec', '#70666a', '#84797f']",[],,11:19:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.357179, -0.7082581, -2.152015]",../p02_2013-12-03/2013-12-03_12.09.30.jpg,ZTE-BLADE,[],,20.64195378,,2002:12:08 12:00:00,"['#f0e2de', '#a69691', '#1e191e', '#64524d', '#556c91']","['tv', 'tv']",,12:09:30,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[8.458236, 0.7082581, -4.671779]",../p02_2013-12-03/2013-12-03_11.19.01.jpg,ZTE-BLADE,['planetarium'],,38.81599118,,2002:12:08 12:00:00,"['#efe7e7', '#555051', '#70676e', '#1e1a22', '#847980']",[],\\ \\\\ \ SANAN' See A \\WSN ‘ SS asc ahaa Wh AN \\re — S,11:19:01,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.357179, 0.53119355, -2.152015]",../p02_2013-12-03/2013-12-03_11.03.59.jpg,ZTE-BLADE,[],,4.98055633,,2002:12:08 12:00:00,"['#141318', '#f1ecee', '#777076', '#3b3539', '#96909c']",[],,11:03:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.00305, -0.17706452, -2.152015]",../p02_2013-12-03/2013-12-03_11.07.29.jpg,ZTE-BLADE,[],,8.254733439,,2002:12:08 12:00:00,"['#807175', '#181a20', '#a79da0', '#f1ecf1', '#4d464a']",[],,11:07:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[10.446807, -2.152015, -5.761407]",../p02_2013-12-03/2013-12-03_11.35.59.jpg,ZTE-BLADE,[],,3.751867321,,2002:12:08 12:00:00,"['#ebfcfe', '#a3b4e1', '#595963', '#8990a6', '#767b8e']",[],,11:35:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.724928, 0.53119355, -1.9749504]",../p02_2013-12-03/2013-12-03_11.52.29.jpg,ZTE-BLADE,[],,61.18836698,,2002:12:08 12:00:00,"['#635153', '#7f706b', '#829ab0', '#edecf6', '#2c1f24']",[],,11:52:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.357179, 0.17706452, -2.3290794]",../p02_2013-12-03/2013-12-03_12.04.59.jpg,ZTE-BLADE,[],,74.25471987,,2002:12:08 12:00:00,"['#f3e7e6', '#5d6984', '#4e4044', '#ac9d99', '#151216']",['tv'],,12:04:59,[],03/12/2013,ZTE,0,"[54.68843733333333, -5.8810093]"
,"[7.559293, 1.7978859, -4.3176503]",../p02_2013-12-03/2013-12-03_12.00.29.jpg,ZTE-BLADE,[],,14.51517243,,2002:12:08 12:00:00,"['#4f4c4e', '#74686a', '#9a9398', '#f4eef7', '#b8b0bb']",[],,12:00:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.635301, -0.7082581, -3.5957718]",../p02_2013-12-03/2013-12-03_11.27.59.jpg,ZTE-BLADE,[],,89.10532849,,2002:12:08 12:00:00,"['#211716', '#756a6c', '#e0e8f7', '#a59ea5', '#5c504b']","['person', 'bottle']",—,11:27:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.635301, 0.53119355, -4.4947147]",../p02_2013-12-03/2013-12-03_10.46.03.jpg,ZTE-BLADE,[],,47.67371548,,2002:12:08 12:00:00,"['#b2aaab', '#706a6f', '#fbfbfd', '#3e3941', '#0b0d16']",['tv'],,10:46:03,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.901993, 0.7082581, -2.152015]",../p02_2013-12-03/2013-12-03_11.40.29.jpg,ZTE-BLADE,[],,30.24639946,,2002:12:08 12:00:00,"['#634f53', '#e8e8f6', '#79a0b8', '#807473', '#312427']",[],,11:40:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.281172, 0.89894295, -4.862464]",../p02_2013-12-03/2013-12-03_11.23.29.jpg,ZTE-BLADE,[],,21.95273016,,2002:12:08 12:00:00,"['#f4ece8', '#756f73', '#1b171b', '#555250', '#8a8389']",[],,11:23:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.534244, 0.17706452, -1.9749504]",../p02_2013-12-03/2013-12-03_12.08.59.jpg,ZTE-BLADE,[],,22.11700874,,2002:12:08 12:00:00,"['#35507c', '#71574f', '#19161a', '#ebe3e0', '#9e9897']",['person'],,12:08:59,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[9.724928, -1.0760075, -1.9749504]",../p02_2013-12-03/2013-12-03_12.12.29.jpg,ZTE-BLADE,[],,16.08114625,,2002:12:08 12:00:00,"['#191619', '#6b584b', '#e7d9dd', '#a7948c', '#486188']","['tv', 'tv']",,12:12:29,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[8.458236, 0.7082581, -4.3176503]",../p02_2013-12-03/2013-12-03_10.42.59.jpg,ZTE-BLADE,[],,10.72055476,,2002:12:08 12:00:00,"['#645b62', '#988485', '#cab2ad', '#fdf9f8', '#6d8cc1']",[],,10:42:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[8.635301, 0.17706452, -3.5957718]",../p02_2013-12-03/2013-12-03_10.46.29.jpg,ZTE-BLADE,[],,58.22972369,,2002:12:08 12:00:00,"['#9f918b', '#f0e6de', '#4e739b', '#1e1d2a', '#5e544f']","['tv', 'tv']",,10:46:29,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.00305, 1.0760075, -2.6968288]",../p02_2013-12-03/2013-12-03_10.21.59.jpg,ZTE-BLADE,[],,8.801814046,,2002:12:08 12:00:00,"['#737da2', '#3e3448', '#110e10', '#877566', '#b7b0b1']",[],,10:21:59,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
,"[9.00305, -0.89894295, -2.8738933]",../p02_2013-12-03/2013-12-03_10.37.29.jpg,ZTE-BLADE,[],,162.2630394,,2002:12:08 12:00:00,"['#797f96', '#61514d', '#1a1719', '#fcf7f4', '#c4b4ac']",['tv'],,10:37:30,[],03/12/2013,ZTE,0,"[0.0, 0.0]"
